pkt:AT984_00010	rRNA	627..739	5S ribosomal RNA
pkt:AT984_18755	CDS	complement(4393532..4394002)	ArsR family transcriptional regulator
pkt:AT984_18760	gene	4394104..4397079	pseudogene
pkt:AT984_18765	CDS	complement(4397746..4398102)	hypothetical protein
pkt:AT984_18770	CDS	4398321..4399751	2-aminoadipate aminotransferase
pkt:AT984_18775	CDS	4400007..4400582	twin-arginine translocation pathway signal
pkt:AT984_18780	CDS	complement(4400851..4401996)	branched chain amino acid ABC transporter substrate-binding protein
pkt:AT984_18785	gene	complement(4402120..4402407)	pseudogene
pkt:AT984_18790	CDS	complement(4402446..4404143)	hypothetical protein
pkt:AT984_18795	CDS	complement(4404170..4405240)	hypothetical protein
pkt:AT984_18800	CDS	complement(4405363..4406589)	kynureninase
pkt:AT984_18805	CDS	4406783..4407253	AsnC family transcriptional regulator
pkt:AT984_18810	CDS	complement(4407275..4408846)	hypothetical protein
pkt:AT984_18815	CDS	complement(4409097..4409921)	hypothetical protein
pkt:AT984_18820	CDS	complement(4409921..4410547)	nitroreductase family protein
pkt:AT984_18825	CDS	complement(4410544..4410972)	hypothetical protein
pkt:AT984_18830	CDS	complement(4410984..4411886)	dihydrodipicolinate synthase family protein
pkt:AT984_18835	CDS	complement(4411978..4412916)	lipase
pkt:AT984_18840	CDS	complement(4412906..4413691)	ABC transporter ATP-binding protein
pkt:AT984_18845	CDS	complement(4413713..4414456)	nitrate ABC transporter permease
pkt:AT984_18850	CDS	complement(4414458..4415036)	glyoxalase
pkt:AT984_18855	CDS	complement(4415060..4416064)	nitrate ABC transporter permease
pkt:AT984_18860	CDS	complement(4416095..4417033)	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase
pkt:AT984_18865	CDS	4417338..4418318	hypothetical protein
pkt:AT984_18870	CDS	complement(4418369..4418743)	transcriptional regulator
pkt:AT984_18875	CDS	complement(4418797..4419189)	hypothetical protein
pkt:AT984_18880	CDS	complement(4419232..4419648)	hypothetical protein
pkt:AT984_18885	CDS	complement(4419809..4420351)	hypothetical protein
pkt:AT984_18890	CDS	complement(4420467..4420913)	polyketide cyclase
pkt:AT984_18895	CDS	complement(4420993..4421631)	hypothetical protein
pkt:AT984_18900	CDS	complement(4421669..4422094)	hypothetical protein
pkt:AT984_18905	CDS	complement(4422107..4422661)	hypothetical protein
pkt:AT984_18910	CDS	complement(4422724..4423611)	abortive infection protein
pkt:AT984_18915	CDS	complement(4423831..4424076)	hypothetical protein
pkt:AT984_18920	CDS	4424328..4425878	transposase
pkt:AT984_18925	CDS	4425902..4426639	AAA family ATPase
pkt:AT984_18930	CDS	complement(4427013..4427432)	hypothetical protein
pkt:AT984_18935	CDS	complement(4428479..4429111)	threonine transporter
pkt:AT984_18940	CDS	complement(4429210..4429536)	hypothetical protein
pkt:AT984_18945	CDS	complement(4430914..4431375)	acetyltransferase
pkt:AT984_18950	CDS	complement(4431460..4432134)	hypothetical protein
pkt:AT984_18955	CDS	complement(4432203..4432754)	hypothetical protein
pkt:AT984_18960	CDS	complement(4432759..4433082)	barnase inhibitor
pkt:AT984_18965	CDS	complement(4433206..4433553)	hypothetical protein
pkt:AT984_18970	CDS	complement(4433672..4434184)	hypothetical protein
pkt:AT984_18975	CDS	4434469..4435440	integrase
pkt:AT984_18980	CDS	complement(4435498..4435971)	glyoxalase
pkt:AT984_18985	gene	4436149..4436793	pseudogene
pkt:AT984_18990	CDS	complement(4437062..4438129)	porin
pkt:AT984_18995	CDS	complement(4438445..4439794)	hypothetical protein
pkt:AT984_19000	CDS	4440020..4442188	hypothetical protein
pkt:AT984_19005	CDS	4442221..4443180	dihydrodipicolinate synthase family protein
pkt:AT984_19010	CDS	4443186..4443653	carbon monoxide dehydrogenase
pkt:AT984_19015	CDS	4443640..4444458	hypothetical protein
pkt:AT984_19020	CDS	4444463..4445266	hypothetical protein
pkt:AT984_19025	CDS	complement(4445235..4446287)	hypothetical protein
pkt:AT984_19030	CDS	4446329..4446925	3-hydroxyanthranilate 3,4-dioxygenase
pkt:AT984_19035	CDS	4446929..4448062	hypothetical protein
pkt:AT984_19040	CDS	4448160..4449851	aspartate-alanine antiporter
pkt:AT984_19045	CDS	4449873..4451414	hypothetical protein
pkt:AT984_19050	CDS	4451473..4452312	cytochrome C
pkt:AT984_19055	CDS	4452428..4453243	pyrroline-5-carboxylate reductase
pkt:AT984_19060	CDS	4453882..4454421	hypothetical protein
pkt:AT984_19065	CDS	4454542..4455558	hypothetical protein
pkt:AT984_19070	CDS	complement(4455579..4456505)	4-hydroxybenzoate octaprenyltransferase
pkt:AT984_19075	CDS	4456687..4457082	hypothetical protein
pkt:AT984_19080	CDS	complement(4457088..4458224)	hypothetical protein
pkt:AT984_19085	CDS	complement(4458254..4459216)	ABC transporter permease
pkt:AT984_19090	CDS	complement(4459294..4460181)	ABC transporter permease
pkt:AT984_19095	CDS	complement(4460330..4461535)	ABC transporter permease
pkt:AT984_19100	CDS	complement(4461576..4462286)	ABC transporter ATP-binding protein
pkt:AT984_19105	CDS	complement(4462286..4463056)	ABC transporter ATP-binding protein
pkt:AT984_19110	CDS	4463253..4464221	MBL fold metallo-hydrolase
pkt:AT984_19115	CDS	complement(4464318..4464923)	hypothetical protein
pkt:AT984_19120	CDS	complement(4465191..4465670)	hypothetical protein
pkt:AT984_19125	CDS	complement(4465679..4467307)	prfC; peptide chain release factor 3
pkt:AT984_19130	CDS	complement(4467419..4469350)	alkyl sulfatase
pkt:AT984_19135	CDS	complement(4469415..4470035)	AraC family transcriptional regulator
pkt:AT984_19140	CDS	4470093..4471922	peptide transporter
pkt:AT984_19145	CDS	complement(4471927..4473090)	hypothetical protein
pkt:AT984_19150	CDS	complement(4473108..4474295)	hypothetical protein
pkt:AT984_19155	CDS	complement(4474346..4475335)	hypothetical protein
pkt:AT984_19160	CDS	complement(4475388..4476752)	transporter
pkt:AT984_19165	CDS	complement(4476869..4477804)	hypothetical protein
pkt:AT984_19170	CDS	complement(4477867..4478616)	hypothetical protein
pkt:AT984_19175	CDS	complement(4478613..4479410)	ABC transporter
pkt:AT984_19180	CDS	complement(4479414..4480505)	ABC transporter permease
pkt:AT984_19185	CDS	complement(4480541..4481467)	ABC transporter substrate-binding protein
pkt:AT984_19190	CDS	complement(4481464..4482549)	heme ABC transporter
pkt:AT984_19195	CDS	complement(4482573..4484774)	hypothetical protein
pkt:AT984_19200	CDS	complement(4485129..4485647)	DNA starvation/stationary phase protection protein
pkt:AT984_19205	CDS	complement(4485769..4486743)	hypothetical protein
pkt:AT984_19210	CDS	4486865..4487518	hypothetical protein
pkt:AT984_19215	CDS	complement(4487704..4489902)	hydroperoxidase
pkt:AT984_19220	CDS	4490305..4490652	hypothetical protein
pkt:AT984_19225	CDS	4490878..4492563	hypothetical protein
pkt:AT984_19230	CDS	4492649..4493581	ribose ABC transporter substrate-binding protein
pkt:AT984_19235	CDS	complement(4493590..4494465)	hypothetical protein
pkt:AT984_19240	CDS	complement(4494612..4497512)	hypothetical protein
pkt:AT984_19245	CDS	complement(4497509..4498435)	LysR family transcriptional regulator
pkt:AT984_19250	CDS	4498605..4499411	panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase
pkt:AT984_19255	CDS	4499463..4500305	pantoate--beta-alanine ligase
pkt:AT984_19260	CDS	complement(4500349..4500762)	peptidylprolyl isomerase
pkt:AT984_19265	CDS	4501175..4501753	hypothetical protein
pkt:AT984_19270	CDS	4501816..4502895	hypothetical protein
pkt:AT984_19275	CDS	4502927..4503550	hypothetical protein
pkt:AT984_19280	CDS	4503662..4505017	protease
pkt:AT984_19285	CDS	4505164..4505640	superoxide dismutase
pkt:AT984_19290	CDS	complement(4505674..4507737)	ATP-dependent DNA helicase RecG
pkt:AT984_19295	CDS	complement(4507786..4508274)	hypothetical protein
pkt:AT984_19300	CDS	4508357..4509289	hypothetical protein
pkt:AT984_19305	CDS	complement(4509340..4509720)	hypothetical protein
pkt:AT984_19310	CDS	complement(4509829..4510227)	hypothetical protein
pkt:AT984_19315	CDS	4510395..4511438	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
pkt:AT984_19320	CDS	4511474..4512661	aromatic amino acid aminotransferase
pkt:AT984_19325	CDS	4512755..4513636	hypothetical protein
pkt:AT984_19330	CDS	complement(4513652..4513999)	hypothetical protein
pkt:AT984_19335	CDS	4514213..4515487	amino acid dehydrogenase
pkt:AT984_19340	CDS	4515496..4516725	hypothetical protein
pkt:AT984_19345	CDS	complement(4516740..4517270)	adenylate cyclase
pkt:AT984_19350	CDS	complement(4517318..4518172)	hypothetical protein
pkt:AT984_19355	CDS	4518463..4518921	AsnC family transcriptional regulator
pkt:AT984_19360	CDS	4518939..4519769	hydroxypyruvate isomerase
pkt:AT984_19365	CDS	complement(4519762..4522632)	TonB-dependent receptor
pkt:AT984_19370	CDS	4522841..4524319	hypothetical protein
pkt:AT984_19375	CDS	4524524..4524967	hypothetical protein
pkt:AT984_19380	CDS	complement(4524958..4526040)	hypothetical protein
pkt:AT984_19385	CDS	complement(4526151..4526771)	D-alanyl-D-alanine dipeptidase
pkt:AT984_19390	CDS	complement(4526768..4527670)	transcriptional regulator
pkt:AT984_19395	CDS	complement(4527705..4529273)	bicyclomycin resistance protein
pkt:AT984_19400	CDS	4529595..4530395	hypothetical protein
pkt:AT984_19405	CDS	complement(4530443..4531372)	agmatinase
pkt:AT984_19410	gene	4531505..4532119	pseudogene
pkt:AT984_19415	CDS	complement(4532170..4533045)	integrase
pkt:AT984_19420	CDS	complement(4533042..4533365)	transposase
pkt:AT984_19425	gene	4533434..4533772	pseudogene
pkt:AT984_19430	CDS	complement(4533756..4535216)	hypothetical protein
pkt:AT984_19435	CDS	4535336..4535722	hypothetical protein
pkt:AT984_19440	CDS	complement(4535786..4536754)	peptide ABC transporter ATP-binding protein
pkt:AT984_19445	CDS	complement(4536747..4537718)	dppD; peptide ABC transporter ATP-binding protein
pkt:AT984_19450	CDS	complement(4537722..4538639)	peptide transporter
pkt:AT984_19455	CDS	complement(4538809..4539816)	peptide ABC transporter permease
pkt:AT984_19460	CDS	complement(4539839..4540711)	N-acetylmuramoyl-L-alanine amidase
pkt:AT984_19465	CDS	complement(4540866..4541453)	IMPACT family protein
pkt:AT984_19470	CDS	complement(4541496..4542311)	hypothetical protein
pkt:AT984_19475	CDS	4542471..4543607	queuine tRNA-ribosyltransferase
pkt:AT984_19480	CDS	4543680..4544168	hypothetical protein
pkt:AT984_19485	CDS	complement(4544172..4544795)	hypothetical protein
pkt:AT984_19490	CDS	4545015..4546385	hypothetical protein
pkt:AT984_19495	CDS	4546598..4548397	hypothetical protein
pkt:AT984_19500	CDS	4548401..4550440	hypothetical protein
pkt:AT984_19505	CDS	4550440..4550907	hypothetical protein
pkt:AT984_19510	CDS	4551132..4551383	hypothetical protein
pkt:AT984_19515	CDS	4551495..4552088	hypothetical protein
pkt:AT984_19520	CDS	complement(4552562..4554265)	flotillin
pkt:AT984_19525	CDS	complement(4554301..4554933)	hypothetical protein
pkt:AT984_19530	CDS	complement(4554930..4555616)	hypothetical protein
pkt:AT984_19535	CDS	complement(4555618..4556139)	hypothetical protein
pkt:AT984_19540	CDS	complement(4556275..4556721)	hypothetical protein
pkt:AT984_19545	CDS	complement(4556718..4557146)	hypothetical protein
pkt:AT984_19550	CDS	4557214..4558245	transposase
pkt:AT984_19555	CDS	complement(4558292..4558579)	hypothetical protein
pkt:AT984_19560	CDS	complement(4558718..4559056)	hypothetical protein
pkt:AT984_19565	CDS	complement(4559053..4577862)	hypothetical protein
pkt:AT984_19570	CDS	complement(4578277..4579857)	hypothetical protein
pkt:AT984_19575	CDS	4581270..4581983	hypothetical protein
pkt:AT984_19580	CDS	4582198..4583151	hypothetical protein
pkt:AT984_19585	CDS	4583288..4583743	hypothetical protein
pkt:AT984_19590	CDS	complement(4583821..4584012)	hypothetical protein
pkt:AT984_19595	gene	complement(4584338..4584634)	pseudogene
pkt:AT984_19600	CDS	complement(4584678..4585466)	integrase
pkt:AT984_19605	CDS	complement(4585502..4585765)	transposase
pkt:AT984_19610	gene	complement(4585827..4586360)	pseudogene
pkt:AT984_19615	CDS	complement(4586393..4586659)	transposase
pkt:AT984_19620	CDS	complement(4586794..4588740)	hypothetical protein
pkt:AT984_19625	gene	complement(4588788..4589984)	pseudogene
pkt:AT984_19630	CDS	complement(4590054..4590740)	CAAX protease
pkt:AT984_19635	CDS	complement(4590882..4591745)	competence protein ComJ
pkt:AT984_19640	CDS	complement(4591794..4593011)	hypothetical protein
pkt:AT984_19645	CDS	4593118..4594191	alkene reductase
pkt:AT984_19650	CDS	complement(4594217..4594609)	glyoxalase
pkt:AT984_19655	CDS	complement(4594655..4595239)	sulfurase
pkt:AT984_19660	CDS	complement(4595288..4596088)	uroporphyrin-III methyltransferase
pkt:AT984_19665	CDS	complement(4596088..4598916)	nitrate reductase
pkt:AT984_19670	CDS	complement(4598945..4599325)	nitrite reductase
pkt:AT984_19675	CDS	complement(4599367..4601799)	nitrite reductase
pkt:AT984_19680	CDS	complement(4601796..4602596)	nitrate ABC transporter ATP-binding protein
pkt:AT984_19685	CDS	complement(4602620..4603531)	nitrate ABC transporter permease
pkt:AT984_19690	CDS	complement(4603540..4604781)	nitrate transporter
pkt:AT984_19695	CDS	complement(4605070..4605687)	hypothetical protein
pkt:AT984_19700	CDS	complement(4605728..4607002)	hypothetical protein
pkt:AT984_19705	CDS	complement(4606992..4607588)	hypothetical protein
pkt:AT984_19710	CDS	4607679..4608962	hypothetical protein
pkt:AT984_19715	CDS	4608959..4609645	phosphonate ABC transporter ATP-binding protein
pkt:AT984_19720	CDS	4609663..4612134	hypothetical protein
pkt:AT984_19725	CDS	4612264..4612449	hypothetical protein
pkt:AT984_19730	CDS	4612844..4613338	hypothetical protein
pkt:AT984_19735	CDS	complement(4613695..4616886)	glycosyltransferase
pkt:AT984_19740	CDS	complement(4617104..4617319)	hypothetical protein
pkt:AT984_19745	CDS	4618153..4618830	hypothetical protein
pkt:AT984_19750	CDS	4618793..4620763	hypothetical protein
pkt:AT984_19755	CDS	4620756..4621322	hypothetical protein
pkt:AT984_19760	CDS	4622218..4622904	hypothetical protein
pkt:AT984_19765	CDS	4623165..4623368	hypothetical protein
pkt:AT984_19770	CDS	4623477..4624805	hypothetical protein
pkt:AT984_19775	CDS	4625613..4626392	hypothetical protein
pkt:AT984_19780	CDS	complement(4626591..4626908)	hypothetical protein
pkt:AT984_19785	CDS	4626924..4628255	hypothetical protein
pkt:AT984_19790	CDS	4630346..4632466	hypothetical protein
pkt:AT984_19795	CDS	4632580..4635324	hypothetical protein
pkt:AT984_19800	CDS	4635771..4636331	hypothetical protein
pkt:AT984_19805	gene	complement(4636509..4636628)	pseudogene
pkt:AT984_19810	CDS	complement(4636665..4637669)	hypothetical protein
pkt:AT984_19815	CDS	4637937..4639481	transposase
pkt:AT984_19820	CDS	4639585..4640322	AAA family ATPase
pkt:AT984_19825	CDS	complement(4640389..4640841)	hypothetical protein
pkt:AT984_19830	CDS	complement(4641180..4642634)	hypothetical protein
pkt:AT984_19835	CDS	4643191..4645071	phosphoenolpyruvate carboxykinase
pkt:AT984_19840	CDS	4645192..4646541	chromate transporter
pkt:AT984_19845	CDS	complement(4646632..4646883)	hypothetical protein
pkt:AT984_19850	CDS	4647077..4648045	LysR family transcriptional regulator
pkt:AT984_19855	CDS	4648210..4649043	hypothetical protein
pkt:AT984_19860	CDS	4649288..4650061	phosphoesterase
pkt:AT984_19865	CDS	4650142..4650564	universal stress protein UspA
pkt:AT984_19870	CDS	complement(4650665..4650874)	hypothetical protein
pkt:AT984_19875	CDS	complement(4651106..4652032)	LysR family transcriptional regulator
pkt:AT984_19880	CDS	4652109..4652753	amino acid transporter
pkt:AT984_19885	CDS	4652771..4654045	amino acid dehydrogenase
pkt:AT984_19890	CDS	4654147..4655478	heat-shock protein
pkt:AT984_19895	CDS	complement(4655525..4656184)	hypothetical protein
pkt:AT984_19900	CDS	complement(4656468..4657475)	LysR family transcriptional regulator
pkt:AT984_19905	CDS	4657571..4659085	methylmalonate-semialdehyde dehydrogenase
pkt:AT984_19910	CDS	4659224..4660885	hypothetical protein
pkt:AT984_19915	CDS	complement(4660941..4662101)	hypothetical protein
pkt:AT984_19920	CDS	complement(4662098..4663294)	hypothetical protein
pkt:AT984_19925	CDS	complement(4663424..4664350)	hypothetical protein
pkt:AT984_19930	CDS	4664572..4665285	hypothetical protein
pkt:AT984_19935	CDS	4665372..4666238	nicotinate-nucleotide pyrophosphorylase
pkt:AT984_19940	CDS	complement(4666275..4667009)	peptidase
pkt:AT984_19945	CDS	complement(4667062..4667889)	hypothetical protein
pkt:AT984_19950	CDS	complement(4667921..4668889)	hypothetical protein
pkt:AT984_19955	CDS	complement(4669103..4670530)	hypothetical protein
pkt:AT984_19960	CDS	4671043..4672947	hypothetical protein
pkt:AT984_19965	CDS	4673162..4674910	mechanosensitive ion channel protein MscS
pkt:AT984_19970	CDS	4675378..4675887	hypothetical protein
pkt:AT984_19975	tRNA	complement(4676009..4676083)	tRNA-Arg
pkt:AT984_19980	CDS	4676383..4676934	cytochrome C
pkt:AT984_19985	CDS	complement(4677044..4677571)	hypothetical protein
pkt:AT984_19990	CDS	complement(4677642..4678643)	alpha/beta hydrolase
pkt:AT984_19995	CDS	complement(4678696..4679145)	DUF4440 domain-containing protein
pkt:AT984_20000	CDS	complement(4679155..4679361)	hypothetical protein
pkt:AT984_20005	CDS	complement(4679406..4680341)	branched chain amino acid aminotransferase
pkt:AT984_20010	CDS	4680580..4681137	hypothetical protein
pkt:AT984_20015	CDS	complement(4681185..4681595)	hypothetical protein
pkt:AT984_20020	gene	complement(4681691..4682041)	pseudogene
pkt:AT984_20025	CDS	4682257..4684206	hypothetical protein
pkt:AT984_20030	CDS	complement(4684193..4685557)	DNA repair protein RadA
pkt:AT984_20035	CDS	4685659..4686291	threonine transporter RhtB
pkt:AT984_20040	CDS	4686368..4687249	hypothetical protein
pkt:AT984_20045	CDS	complement(4687325..4687738)	hypothetical protein
pkt:AT984_20050	CDS	complement(4687871..4688281)	hypothetical protein
pkt:AT984_20055	CDS	complement(4688322..4689434)	alanine racemase
pkt:AT984_20060	CDS	4689627..4690907	MFS transporter
pkt:AT984_20065	CDS	4690980..4691984	hypothetical protein
pkt:AT984_20070	CDS	4691981..4693738	hypothetical protein
pkt:AT984_20075	CDS	complement(4693765..4694700)	hypothetical protein
pkt:AT984_20080	CDS	4694965..4695816	hypothetical protein
pkt:AT984_20085	CDS	4695914..4696426	glutathione peroxidase
pkt:AT984_20090	CDS	4697730..4698002	hypothetical protein
pkt:AT984_20095	CDS	4698152..4699183	transposase
pkt:AT984_20100	CDS	4699363..4700397	hypothetical protein
