arh:AHiyo8_pI65860	gene	pHiyo8-1:<1..492	AHiyo8_pI65860
arh:AHiyo8_59670	CDS	complement(4263687..4264586)	uncharacterized protein Mb2266
arh:AHiyo8_59680	CDS	complement(4264791..4266065)	pyruvate dehydrogenase E1 component
arh:AHiyo8_59690	CDS	complement(4266124..4266942)	pyruvate dehydrogenase E1 component
arh:AHiyo8_59700	CDS	complement(4266942..4267592)	pyruvate dehydrogenase E1 component
arh:AHiyo8_59710	CDS	4267957..4268358	uncharacterized protein Mb2263c
arh:AHiyo8_59720	CDS	4268375..4268878	putative peroxiredoxin Mb2262c
arh:AHiyo8_59730	CDS	4268884..4269816	NAD-dependent protein deacetylase 1
arh:AHiyo8_t00220	tRNA	complement(4269898..4269973)	tRNA-Val
arh:AHiyo8_59740	CDS	4270435..4270614	hypothetical protein
arh:AHiyo8_59750	CDS	4270812..4271870	transposase
arh:AHiyo8_59760	CDS	4272199..4272996	uncharacterized HTH-type transcriptional regulator YagI
arh:AHiyo8_59770	CDS	4273187..4273546	shikimate transporter
arh:AHiyo8_59780	CDS	4273522..4274502	putative inner membrane metabolite transport protein YdfJ
arh:AHiyo8_59790	CDS	complement(4274674..4275444)	glyoxylate/hydroxypyruvate reductase A
arh:AHiyo8_59800	CDS	4275803..4276357	2-hydroxy-3-oxopropionate reductase
arh:AHiyo8_59810	CDS	4276309..4276740	2-hydroxy-3-oxopropionate reductase
arh:AHiyo8_59820	CDS	4276737..4277063	gluconate 5-dehydrogenase
arh:AHiyo8_59830	CDS	4277176..4277325	gluconate 5-dehydrogenase
arh:AHiyo8_59840	CDS	4277322..4277504	gluconate 5-dehydrogenase
arh:AHiyo8_59850	CDS	4277961..4278368	uncharacterized zinc-type alcohol dehydrogenase-like protein YdjJ
arh:AHiyo8_59860	CDS	4278455..4278559	hypothetical protein
arh:AHiyo8_59870	CDS	complement(4278599..4279396)	galactonate operon transcriptional repressor
arh:AHiyo8_59880	CDS	4279560..4280996	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
arh:AHiyo8_59890	CDS	4281114..4281605	probable short-chain type dehydrogenase/reductase VdlC
arh:AHiyo8_59900	CDS	4281658..4281945	short chain dehydrogenase
arh:AHiyo8_59910	CDS	complement(4281942..4282070)	serine O-acetyltransferase
arh:AHiyo8_59920	CDS	complement(4282576..4282764)	cysteine synthase
arh:AHiyo8_59930	CDS	complement(4282937..4283509)	O-acetylserine sulfhydrylase
arh:AHiyo8_59940	CDS	complement(4283585..4284109)	peptide methionine sulfoxide reductase MsrA
arh:AHiyo8_59950	CDS	4284254..4284622	putative GTP cyclohydrolase 1 type 2
arh:AHiyo8_59960	CDS	4284625..4285164	putative GTP cyclohydrolase 1 type 2
arh:AHiyo8_59970	CDS	4285275..4286012	uncharacterized protein Rv2229c/MT2288
arh:AHiyo8_59980	CDS	complement(4286137..4286784)	UPF0246 protein SCO2297
arh:AHiyo8_59990	CDS	4287595..4289091	glyceraldehyde-3-phosphate dehydrogenase
arh:AHiyo8_60000	CDS	4289177..4289386	hypothetical protein
arh:AHiyo8_60010	CDS	4289519..4290316	hypothetical protein
arh:AHiyo8_60020	CDS	complement(4290226..4290690)	conserved hypothetical protein
arh:AHiyo8_60030	CDS	4290954..4291106	hypothetical protein
arh:AHiyo8_60040	CDS	complement(4291194..4291730)	peptide deformylase
arh:AHiyo8_t00290	tRNA	complement(4291890..4291962)	tRNA-His
arh:AHiyo8_60050	CDS	complement(4292093..4292290)	oligoribonuclease
arh:AHiyo8_60060	CDS	complement(4292316..4292717)	oligoribonuclease
arh:AHiyo8_60070	CDS	4293017..4293151	conserved hypothetical protein
arh:AHiyo8_60080	CDS	4293183..4294490	probable alpha-(1->6)-mannopyranosyltransferase MSMEG_3120/MSMEI_3041
arh:AHiyo8_60090	CDS	complement(4294474..4295727)	hypothetical protein
arh:AHiyo8_60100	CDS	complement(4295875..4296639)	hypothetical protein
arh:AHiyo8_60110	CDS	complement(4296740..4296958)	hypothetical protein
arh:AHiyo8_60120	CDS	4297300..4298286	probable alpha-(1->6)-mannopyranosyltransferase MSMEG_3120/MSMEI_3041
arh:AHiyo8_60130	CDS	complement(4298183..4298494)	hypothetical protein
arh:AHiyo8_60140	CDS	4298534..4298911	conserved hypothetical protein
arh:AHiyo8_60150	CDS	complement(4298919..4299596)	DNA alkylation repair enzyme
arh:AHiyo8_60160	CDS	4299733..4300023	methionine aminopeptidase 1
arh:AHiyo8_60170	CDS	4300043..4300498	methionine aminopeptidase 1
arh:AHiyo8_60180	CDS	complement(4300530..4301018)	hypothetical protein
arh:AHiyo8_t00280	tRNA	complement(4301248..4301320)	tRNA-Arg
arh:AHiyo8_60190	CDS	complement(4301366..4302667)	hypothetical protein
arh:AHiyo8_60200	CDS	4302913..4303512	single-stranded DNA-binding protein 2
arh:AHiyo8_60210	CDS	4303535..4304107	hypothetical protein
arh:AHiyo8_60220	CDS	4304119..4305837	uncharacterized ABC transporter ATP-binding protein Rv2477c/MT2552
arh:AHiyo8_60230	CDS	complement(4305946..4306851)	acyl-CoA thioesterase 2
arh:AHiyo8_60240	CDS	complement(4306848..4306943)	hypothetical protein
arh:AHiyo8_60250	CDS	4307243..4307587	hypothetical protein
arh:AHiyo8_60260	CDS	complement(4307633..4308106)	group 2 truncated hemoglobin GlbO
arh:AHiyo8_60270	CDS	complement(4308108..4308836)	uncharacterized MscS family protein YkuT
arh:AHiyo8_60280	CDS	complement(4308983..4309462)	osmc family protein
arh:AHiyo8_60290	CDS	complement(4309562..4310347)	aminopeptidase N
arh:AHiyo8_60300	CDS	complement(4310344..4311579)	aminopeptidase N
arh:AHiyo8_60310	CDS	complement(4311531..4312121)	aminopeptidase N
arh:AHiyo8_60320	CDS	4312268..4313497	hypothetical protein
arh:AHiyo8_60330	CDS	4313439..4313879	ribose-5-phosphate isomerase B
arh:AHiyo8_60340	CDS	4313992..4314789	endonuclease 8 1
arh:AHiyo8_t00270	tRNA	complement(4314874..4314947)	tRNA-Gly
arh:AHiyo8_t00230	tRNA	complement(4315101..4315175)	tRNA-Pro
arh:AHiyo8_60350	CDS	4315244..4315507	trigger factor
arh:AHiyo8_60360	CDS	4315831..4316610	trigger factor
arh:AHiyo8_60370	CDS	4316850..4317461	ATP-dependent Clp protease proteolytic subunit 2
arh:AHiyo8_60380	CDS	4317499..4318158	ATP-dependent Clp protease proteolytic subunit 2
arh:AHiyo8_60390	CDS	4318195..4319628	ATP-dependent Clp protease ATP-binding subunit ClpX
arh:AHiyo8_60400	CDS	4319709..4320431	uncharacterized protein Rv2286c/MT2344
arh:AHiyo8_60410	CDS	complement(4320359..4321075)	uncharacterized formamidopyrimidine-DNA glycosylase-like protein
arh:AHiyo8_60420	CDS	complement(4321670..4324246)	valine--tRNA ligase
arh:AHiyo8_60430	CDS	4324310..4324687	uncharacterized protein YeaO
arh:AHiyo8_60440	CDS	4324854..4325324	methyltransferase-like protein 7B
arh:AHiyo8_60450	CDS	complement(4325321..4325554)	hypothetical protein
arh:AHiyo8_60460	CDS	4325647..4326090	uncharacterized oxidoreductase Rv0484c/MT0502
arh:AHiyo8_60470	CDS	4326425..4327120	isoleucine--tRNA ligase
arh:AHiyo8_60480	CDS	4327072..4328076	isoleucine--tRNA ligase
arh:AHiyo8_60490	CDS	4328046..4328387	isoleucine--tRNA ligase
arh:AHiyo8_60500	CDS	4328384..4329751	isoleucine--tRNA ligase
arh:AHiyo8_60510	CDS	4329755..4331116	folylpolyglutamate synthase
arh:AHiyo8_60520	CDS	4331119..4331577	hypothetical protein
arh:AHiyo8_60530	CDS	4331627..4332046	nucleoside diphosphate kinase
arh:AHiyo8_60540	CDS	complement(4332124..4332807)	hypothetical protein
arh:AHiyo8_60550	CDS	4333277..4333600	hypothetical protein
arh:AHiyo8_60560	CDS	4333737..4334102	ribonuclease
arh:AHiyo8_60570	CDS	4334099..4336324	ribonuclease G
arh:AHiyo8_60580	CDS	4336648..4337328	thiamine biosynthesis multifunctional protein ThiED
arh:AHiyo8_60590	CDS	4337536..4338165	thiamine biosynthesis multifunctional protein ThiED
arh:AHiyo8_60600	CDS	4338586..4338894	50S ribosomal protein L21
arh:AHiyo8_60610	CDS	4338954..4339217	50S ribosomal protein L27
arh:AHiyo8_60620	CDS	4339584..4340951	GTPase obg
arh:AHiyo8_60630	CDS	4340941..4342131	glutamate 5-kinase
arh:AHiyo8_60640	CDS	4342128..4343498	gamma-glutamyl phosphate reductase
arh:AHiyo8_60650	CDS	4343578..4343817	hypothetical protein
arh:AHiyo8_60660	CDS	complement(4343896..4344261)	hypothetical protein
arh:AHiyo8_60670	CDS	4344274..4344459	probable nicotinate-nucleotide adenylyltransferase
arh:AHiyo8_60680	CDS	4344499..4345743	hypothetical protein
arh:AHiyo8_60690	CDS	4345807..4345917	conserved hypothetical protein
arh:AHiyo8_60700	CDS	4346055..4346204	ribosomal silencing factor RsfS
arh:AHiyo8_t00240	tRNA	complement(4346348..4346422)	tRNA-Ala
arh:AHiyo8_60710	CDS	4346788..4347285	HTH-type transcriptional regulator AglR
arh:AHiyo8_60720	CDS	4347282..4347761	helix_Turn _helix lactose operon repressor
arh:AHiyo8_60730	CDS	4348542..4349156	glycogen phosphorylase
arh:AHiyo8_60740	CDS	complement(4349170..4349631)	hypothetical protein
arh:AHiyo8_60750	CDS	4349709..4350470	glycogen phosphorylase
arh:AHiyo8_60760	CDS	4350467..4350982	glycogen phosphorylase
arh:AHiyo8_60770	CDS	4351049..4352407	glucose-1-phosphate adenylyltransferase
arh:AHiyo8_60780	CDS	complement(4352400..4352606)	error-prone DNA polymerase
arh:AHiyo8_60790	CDS	complement(4352647..4352919)	error-prone DNA polymerase
arh:AHiyo8_60800	CDS	complement(4352916..4353239)	error-prone DNA polymerase
arh:AHiyo8_60810	CDS	complement(4353179..4353910)	error-prone DNA polymerase
arh:AHiyo8_60820	CDS	complement(4353978..4354931)	error-prone DNA polymerase
arh:AHiyo8_60830	CDS	complement(4354879..4355796)	error-prone DNA polymerase
arh:AHiyo8_60840	CDS	complement(4355858..4356577)	hypothetical protein
arh:AHiyo8_60850	CDS	complement(4356621..4357478)	DNA polymerase IV
arh:AHiyo8_60860	CDS	complement(4357459..4357800)	hypothetical protein
arh:AHiyo8_60870	CDS	complement(4357791..4358129)	hypothetical protein
arh:AHiyo8_60880	CDS	complement(4358161..4358601)	dipeptide transport system permease protein DppC
arh:AHiyo8_60890	CDS	complement(4358613..4358747)	part of a binding-protein-dependent transport system
arh:AHiyo8_60900	CDS	complement(4358699..4359661)	putative peptide transport system permease protein BRA1092/BS1330_II1084
arh:AHiyo8_60910	CDS	complement(4359727..4359894)	hypothetical protein
arh:AHiyo8_60920	CDS	4359982..4360170	hypothetical protein
arh:AHiyo8_60930	CDS	complement(4360091..4360681)	extracellular solute-binding protein, family 5
arh:AHiyo8_60940	CDS	complement(4360663..4361283)	uncharacterized protein YhjP
arh:AHiyo8_60950	CDS	complement(4361590..4362705)	uncharacterized MFS-type transporter Rv0849/MT0872
arh:AHiyo8_60960	CDS	complement(4362702..4362971)	putative peptide import ATP-binding protein BMEII0864
arh:AHiyo8_60970	CDS	complement(4363150..4363500)	nickel import ATP-binding protein NikE
arh:AHiyo8_60980	CDS	complement(4363497..4363796)	nickel import ATP-binding protein NikD
arh:AHiyo8_60990	CDS	complement(4363823..4364374)	oligopeptide transport ATP-binding protein OppD
arh:AHiyo8_61000	CDS	complement(4364522..4364983)	hypothetical protein
arh:AHiyo8_61010	CDS	4365570..4366061	cadmium resistance transporter protein
arh:AHiyo8_61020	CDS	4366449..4366709	hypothetical protein
arh:AHiyo8_61030	CDS	4366756..4367202	sec-independent protein translocase protein TatB
arh:AHiyo8_61040	CDS	complement(4367131..4367454)	amidase
arh:AHiyo8_61050	CDS	complement(4367587..4368486)	glutamyl-tRNA(Gln) amidotransferase subunit A
arh:AHiyo8_61060	CDS	complement(4368471..4368848)	glutamyl-tRNA(Gln) amidotransferase subunit A
arh:AHiyo8_61070	CDS	complement(4368845..4369891)	putative agmatine deiminase
arh:AHiyo8_61080	CDS	complement(4369995..4370156)	hypothetical protein
arh:AHiyo8_61090	CDS	4370336..4370656	hypothetical protein
arh:AHiyo8_61100	CDS	complement(4370653..4371492)	ribokinase
arh:AHiyo8_61110	CDS	complement(4371539..4371886)	probable cytosine deaminase
arh:AHiyo8_61120	CDS	complement(4372044..4372712)	uridine nucleosidase 1
arh:AHiyo8_61130	CDS	complement(4372654..4373019)	probable uridine nucleosidase 2
arh:AHiyo8_61140	CDS	complement(4373016..4374431)	uncharacterized MFS-type transporter Rv1250/MT1289
arh:AHiyo8_61150	CDS	4374647..4375432	uncharacterized HTH-type transcriptional regulator YurK
arh:AHiyo8_61160	CDS	complement(4375537..4376316)	uncharacterized oxidoreductase SERP2049
arh:AHiyo8_61170	CDS	complement(4376408..4376533)	hypothetical protein
arh:AHiyo8_61180	CDS	complement(4376512..4377024)	A-factor receptor protein
arh:AHiyo8_61190	CDS	4377186..4377632	hypothetical protein
arh:AHiyo8_61200	CDS	4377838..4378071	hypothetical protein
arh:AHiyo8_61210	CDS	complement(4377979..4378728)	A-factor receptor protein
arh:AHiyo8_61220	CDS	4378760..4379710	sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating
arh:AHiyo8_t00250	tRNA	complement(4379962..4380037)	tRNA-Ala
arh:AHiyo8_61230	CDS	complement(4380110..4380487)	conserved hypothetical protein
arh:AHiyo8_61240	CDS	4380562..4381836	ribosomal RNA large subunit methyltransferase G
arh:AHiyo8_61250	CDS	complement(4381840..4382439)	aminoglycoside phosphotransferase
arh:AHiyo8_61260	CDS	complement(4382536..4382724)	hypothetical protein
arh:AHiyo8_61270	CDS	4382836..4384107	xylose repressor
arh:AHiyo8_61280	CDS	4384211..4385566	trehalose/maltose-binding protein MalE
arh:AHiyo8_61290	CDS	4385941..4386648	probable ABC transporter permease protein BRA0749/BS1330_II0742
arh:AHiyo8_61300	CDS	complement(4386907..4387077)	hypothetical protein
arh:AHiyo8_61310	CDS	4387120..4387368	binding-Protein-Dependent transport systems inner membrane component
arh:AHiyo8_61320	CDS	complement(4387387..4387620)	hypothetical protein
arh:AHiyo8_61330	CDS	4388042..4389079	5,10-methylenetetrahydrofolate reductase
arh:AHiyo8_61340	CDS	4389076..4389231	hypothetical protein
arh:AHiyo8_61350	CDS	4389449..4390054	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
arh:AHiyo8_61360	CDS	4390051..4390980	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
arh:AHiyo8_61370	CDS	complement(4391130..4391267)	hypothetical protein
arh:AHiyo8_61380	CDS	complement(4391495..4392001)	hypothetical protein
arh:AHiyo8_61390	CDS	complement(4392053..4393030)	uncharacterized HTH-type transcriptional regulator YwbI
arh:AHiyo8_61400	CDS	4393516..4393758	glutaredoxin-like protein NrdH
arh:AHiyo8_61410	CDS	4393812..4394282	protein NrdI
arh:AHiyo8_61420	CDS	4394294..4396441	ribonucleoside-diphosphate reductase subunit alpha 2
arh:AHiyo8_61430	CDS	4396560..4397534	ribonucleoside-diphosphate reductase subunit beta
arh:AHiyo8_61440	CDS	complement(4397631..4398299)	conserved hypothetical protein
arh:AHiyo8_61450	CDS	complement(4398418..4399035)	hypothetical protein
arh:AHiyo8_61460	CDS	4399384..4399857	hypothetical protein
arh:AHiyo8_61470	CDS	complement(4399758..4400072)	hypothetical protein
arh:AHiyo8_61480	CDS	complement(4400145..4400582)	nickel and cobalt resistance protein CnrA
arh:AHiyo8_61490	CDS	complement(4400579..4400788)	protein involved in drug transmembrane transport
arh:AHiyo8_61500	CDS	complement(4400748..4403783)	protein HelA
arh:AHiyo8_61510	CDS	complement(4403780..4405045)	cation efflux system protein CzcA
arh:AHiyo8_61520	CDS	complement(4405042..4406178)	putative cation efflux system protein SilA
arh:AHiyo8_61530	CDS	complement(4406151..4406687)	protein HelA
arh:AHiyo8_61540	CDS	complement(4406627..4406971)	protein HelA
arh:AHiyo8_61550	CDS	complement(4406968..4407090)	hypothetical protein
arh:AHiyo8_61560	CDS	complement(4407247..4408239)	conserved hypothetical protein
arh:AHiyo8_61570	CDS	complement(4408644..4409453)	hybrid signal transduction histidine kinase J
arh:AHiyo8_61580	CDS	complement(4409405..4410955)	sensor protein GacS
arh:AHiyo8_61590	CDS	complement(4411438..4411608)	ribonuclease Z
arh:AHiyo8_61600	CDS	complement(4411572..4412039)	ribonuclease Z
arh:AHiyo8_61610	CDS	complement(4412036..4412326)	ribonuclease Z
arh:AHiyo8_61620	CDS	4412432..4413406	putative uncharacterized protein YghX
arh:AHiyo8_61630	CDS	4413435..4414091	hypothetical protein
arh:AHiyo8_61640	CDS	complement(4414169..4415236)	uncharacterized protein YhcG
arh:AHiyo8_61650	CDS	4415538..4415732	uncharacterized protein Mb2324
arh:AHiyo8_61660	CDS	4415805..4416293	uncharacterized membrane protein YbfM
arh:AHiyo8_61670	CDS	4416326..4416793	conserved hypothetical protein
arh:AHiyo8_61680	CDS	4416784..4417128	conserved hypothetical protein
arh:AHiyo8_61690	CDS	complement(4417068..4417415)	hypothetical protein
arh:AHiyo8_61700	CDS	complement(4417402..4417581)	hypothetical protein
arh:AHiyo8_61710	CDS	4417667..4417900	conserved hypothetical protein
arh:AHiyo8_61720	CDS	4417957..4418625	uncharacterized oxidoreductase Mb2924c
arh:AHiyo8_61730	CDS	4418634..4419356	uncharacterized oxidoreductase Mb2924c
arh:AHiyo8_61740	CDS	4419308..4419952	uncharacterized oxidoreductase Mb2924c
arh:AHiyo8_61750	CDS	4419910..4420254	uncharacterized oxidoreductase Mb2924c
arh:AHiyo8_61760	CDS	complement(4420283..4420540)	putative glutaredoxin Rv3198.1/MT3292
arh:AHiyo8_61770	CDS	complement(4420815..4421054)	hypothetical protein
arh:AHiyo8_61780	CDS	4421294..4422136	sugar efflux transporter B
arh:AHiyo8_61790	CDS	complement(4422096..4422944)	uncharacterized transporter Mb2022c
arh:AHiyo8_61800	CDS	complement(4422972..4423199)	uncharacterized transporter Mb2022c
arh:AHiyo8_61810	CDS	complement(4423362..4423685)	uncharacterized transporter Mb2022c
arh:AHiyo8_61820	CDS	complement(4423689..4424378)	divalent metal cation transporter MntH
arh:AHiyo8_61830	CDS	4424445..4424813	hypothetical protein
arh:AHiyo8_61840	CDS	complement(4424767..4424895)	divalent metal cation transporter MntH
arh:AHiyo8_61850	CDS	complement(4425158..4426084)	thioredoxin reductase
arh:AHiyo8_61860	CDS	4426151..4426669	phosphinothricin N-acetyltransferase
arh:AHiyo8_61870	CDS	complement(4427046..4427408)	GDP-mannose pyrophosphatase NudK
arh:AHiyo8_61880	CDS	4427437..4428195	HTH-type transcriptional repressor GlcR
arh:AHiyo8_61890	CDS	complement(4428207..4428827)	transmembrane protein 175
arh:AHiyo8_61900	CDS	complement(4428857..4429918)	NADP-dependent alcohol dehydrogenase C 2
arh:AHiyo8_61910	CDS	complement(4430044..4430307)	dna-Directed DNA polymerase
arh:AHiyo8_61920	CDS	complement(4430304..4431344)	dna-Directed DNA polymerase
arh:AHiyo8_61930	CDS	4431926..4432075	hypothetical protein
arh:AHiyo8_61940	CDS	complement(4432165..4432551)	conserved hypothetical protein
arh:AHiyo8_61950	CDS	complement(4432548..4432775)	conserved hypothetical protein
arh:AHiyo8_61960	CDS	complement(4433433..4434260)	uncharacterized protein AF_1420
arh:AHiyo8_61970	CDS	complement(4434468..4434653)	hypothetical protein
arh:AHiyo8_61980	CDS	4434934..4435143	probable ATP-dependent RNA helicase prh1
arh:AHiyo8_61990	CDS	4435140..4436117	probable ATP-dependent RNA helicase DHX35 homolog
arh:AHiyo8_62000	CDS	4436101..4436310	atp-Dependent helicase
arh:AHiyo8_62010	CDS	4436381..4437118	ATP-dependent RNA helicase HrpB
arh:AHiyo8_62020	CDS	4437141..4437527	ATP-dependent RNA helicase HrpB
arh:AHiyo8_62030	CDS	complement(4437697..4438026)	hypothetical protein
arh:AHiyo8_62040	CDS	4438392..4438580	elongation factor G
arh:AHiyo8_62050	CDS	complement(4438562..4439179)	hypothetical protein
arh:AHiyo8_62060	CDS	4439485..4440138	elongation factor G-like protein
arh:AHiyo8_62070	CDS	4440105..4440563	elongation factor G-like protein
arh:AHiyo8_62080	CDS	complement(4440585..4441130)	testis-expressed sequence 30 protein
arh:AHiyo8_62090	CDS	complement(4441091..4441249)	conserved hypothetical protein
arh:AHiyo8_62100	CDS	complement(4441252..4441872)	uncharacterized protein HI_1198
arh:AHiyo8_62110	CDS	complement(4441900..4442133)	hypothetical protein
arh:AHiyo8_62120	CDS	complement(4442219..4442785)	hypothetical protein
arh:AHiyo8_62130	CDS	complement(4442775..4442975)	ABC transporter, ATP-binding protein
arh:AHiyo8_62140	CDS	4443038..4443709	hypothetical protein
arh:AHiyo8_62150	CDS	complement(4443755..4444063)	conserved hypothetical protein
arh:AHiyo8_62160	CDS	complement(4444119..4444310)	conserved hypothetical protein
arh:AHiyo8_62170	CDS	complement(4444512..4444835)	conserved hypothetical protein
arh:AHiyo8_62180	CDS	complement(4444922..4445452)	conserved hypothetical protein
arh:AHiyo8_62190	CDS	complement(4445771..4446121)	kynureninase
arh:AHiyo8_62200	CDS	complement(4446186..4447007)	kynureninase
arh:AHiyo8_62210	CDS	complement(4447050..4447601)	tryptophan 2,3-dioxygenase
